has,prefers,count
MoveOrMergeRecordFile,SequenceFileOutputFormat,security
MoveOrMergeRecordFile,Path,security
MoveOrMergeRecordFile,EventFileFilter,security
MoveOrMergeRecordFile,DoMerge,security
MoveOrMergeRecordFile,ChukwaConfiguration,security
MoveOrMergeRecordFile,Configured,security
MoveOrMergeRecordFile,Tool,security
MoveOrMergeRecordFile,FileSystem,security
MoveOrMergeRecordFile,FileStatus,security
MoveOrMergeRecordFile,FileInputFormat,security
MoveOrMergeRecordFile,FileOutputFormat,security
MoveOrMergeRecordFile,JobClient,security
MoveOrMergeRecordFile,FileUtil,security
MoveOrMergeRecordFile,Configuration,security
MoveOrMergeRecordFile,RunningJob,security
MoveOrMergeRecordFile,PathFilter,security
MoveToRepository,Path,security
MoveToRepository,ChukwaConfiguration,security
MoveToRepository,Logger,security
MoveToRepository,FileSystem,security
